i,x,y,z
2018,0.357733,0.962594,0.995523
2019,0.643584,0.865635,0.994456
2020,0.858586,0.714855,0.953744
2021,0.979070,0.519629,0.875008
2022,0.991771,0.292096,0.761389
2023,0.895292,0.046401,0.617415
2024,0.700254,-0.202179,0.448827
2025,0.428128,-0.438189,0.262346
2026,0.108871,-0.646954,0.065406
2027,-0.222371,-0.815494,-0.134142
2028,-0.529134,-0.933331,-0.328342
2029,-0.777646,-0.993138,-0.509452
2030,-0.940550,-0.991197,-0.670252
2031,-0.999913,-0.927627,-0.804330
2032,-0.949199,-0.806383,-0.906343
2033,-0.793991,-0.635001,-0.972223
2034,-0.551376,-0.424138,-0.999343
2035,-0.248063,-0.186904,-0.986623
2036,0.082559,0.061950,-0.934569
2037,0.404093,0.306953,-0.845256
2038,0.681141,0.532871,-0.722247
2039,0.883205,0.725658,-0.570443
2040,0.988041,0.873327,-0.395897
2041,0.984107,0.966696,-0.205569
2042,0.871836,0.999961,-0.007045
2043,0.663589,0.971054,0.191760
2044,0.382289,0.881770,0.382920
2045,0.058905,0.737663,0.558814
2046,-0.270964,0.547691,0.712430
2047,-0.571003,0.323667,0.837644
2048,-0.808183,0.079518,0.929463
2049,-0.956394,-0.169574,0.984228
2050,-0.999318,-0.408123,0.999755
2051,-0.932232,-0.621297,0.975424
2052,-0.762519,-0.795842,0.912207
2053,-0.508864,-0.920906,0.812622
2054,-0.199191,-0.988711,0.680641
2055,0.132412,-0.995044,0.521525
2056,0.449437,-0.939509,0.341618
2057,0.716985,-0.825561,0.148091
2058,0.905604,-0.660283,-0.051340
2059,0.994528,-0.453952,-0.248724
2060,0.973968,-0.219396,-0.436192
2061,0.846188,0.028801,-0.606270
2062,0.625255,0.275207,-0.752179
2063,0.335489,0.504502,-0.868100
2064,0.008791,0.702429,-0.949413
2065,-0.318875,0.856683,-0.992876
2066,-0.611437,0.957672,-0.996756
2067,-0.836689,0.999118,-0.960899
2068,-0.969832,0.978444,-0.886733
2069,-0.996211,0.896935,-0.777217
2070,-0.912921,0.759659,-0.636715
2071,-0.729130,0.575150,-0.470829
2072,-0.465073,0.354882,-0.286173
2073,-0.149818,0.112549,-0.090108
2074,0.181931,-0.136782,0.109549
2075,0.493651,-0.377608,0.304839
2076,0.751027,-0.594957,0.487976
2077,0.925726,-0.775314,0.651659
2078,0.998515,-0.907466,0.789362
2079,0.961381,-0.983196,0.895596
2080,0.818413,-0.997795,0.966126
2081,0.585348,-0.950357,0.998138
2082,0.287846,-0.843830,0.990359
2083,-0.041345,-0.684837,0.943097
2084,-0.365984,-0.483265,0.858236
2085,-0.650334,-0.251646,0.739160
2086,-0.863090,-0.004380,0.590617
2087,-0.980833,0.243157,0.418527
2088,-0.990599,0.475577,0.229752
2089,-0.891314,0.678427,0.031818
2090,-0.693908,0.839096,-0.167385
2091,-0.420112,0.947594,-0.359915
2092,-0.100068,0.997176,-0.538096
2093,0.230992,0.984757,-0.694825
2094,0.536624,0.911112,-0.823854
2095,0.783180,0.780817,-0.920038
2096,0.943520,0.601976,-0.979543
2097,0.999990,0.385706,-0.999997
2098,0.946376,0.145455,-0.980584
2099,0.788579,-0.103839,-0.922078
2100,0.543971,-0.346678,-0.826812
2101,0.239478,-0.567961,-0.698583
2102,-0.091377,-0.753932,-0.542504
2103,-0.412173,-0.893027,-0.364798
2104,-0.687595,-0.976597,-0.172548
2105,-0.887322,-0.999448,0.026581
2106,-0.989367,-0.960158,0.224651
2107,-0.982497,-0.861169,0.413764
2108,-0.867467,-0.708638,0.586381
2109,-0.656941,-0.512047,0.735622
2110,-0.374095,-0.283619,0.855536
2111,-0.050067,-0.037557,0.941342
2112,0.279473,0.210840,0.989619
2113,0.578247,0.446128,0.998444
2114,0.813364,0.653678,0.967464
2115,0.958941,0.820585,0.897914
2116,0.998952,0.936473,0.792568
2117,0.928992,0.994135,0.655624
2118,0.756763,0.989986,0.492542
2119,0.501225,0.924285,0.309824
2120,0.190509,0.801117,0.114755
2121,-0.141180,0.628138,-0.084889
2122,-0.457326,0.416106,-0.281150
2123,-0.723128,0.178202,-0.466201
2124,-0.909323,-0.070782,-0.632667
2125,-0.995414,-0.315365,-0.773910
2126,-0.971924,-0.540340,-0.884300
2127,-0.841438,-0.731720,-0.959435
2128,-0.618322,-0.877604,-0.996321
2129,-0.327138,-0.968924,-0.993487
2130,0.000060,-1.000000,-0.951045
2131,0.327252,-0.968901,-0.870689
2132,0.618417,-0.877561,-0.755620
2133,0.841504,-0.731658,-0.610428
2134,0.971952,-0.540264,-0.440900
2135,0.995402,-0.315279,-0.253794
2136,0.909272,-0.070692,-0.056571
2137,0.723044,0.178291,0.142908
2138,0.457219,0.416188,0.336690
2139,0.141060,0.628209,0.517048
2140,-0.190627,0.801171,0.676794
2141,-0.501329,0.924320,0.809558
2142,-0.756842,0.989999,0.910048
2143,-0.929037,0.994125,0.974256
2144,-0.998958,0.936441,0.999625
2145,-0.958907,0.820534,0.985141
2146,-0.813294,0.653609,0.931383
2147,-0.578149,0.446047,0.840494
2148,-0.279358,0.210752,0.716096
2149,0.050187,-0.037647,0.563151
2150,0.374207,-0.283706,0.387754
2151,0.657032,-0.512124,0.196899
2152,0.867527,-0.708702,-0.001806
2153,0.982519,-0.861215,-0.200439
2154,0.989349,-0.960183,-0.391082
2155,0.887266,-0.999451,-0.566132
2156,0.687507,-0.976578,-0.718613
2157,0.412064,-0.892986,-0.842446
2158,0.091257,-0.753873,-0.932692
2159,-0.239595,-0.567887,-0.985755
2160,-0.544072,-0.346593,-0.999519
2161,-0.788653,-0.103749,-0.973436
2162,-0.946415,0.145545,-0.908544
2163,-0.999990,0.385790,-0.807432
2164,-0.943480,0.602048,-0.674130
2165,-0.783105,0.780874,-0.513953
2166,-0.536522,0.911149,-0.333286
2167,-0.230875,0.984773,-0.139331
2168,0.100188,0.997169,0.060177
2169,0.420222,0.947565,0.257287
2170,0.693995,0.839047,0.444140
2171,0.891369,0.678361,0.613286
2172,0.990616,0.475497,0.757982
2173,0.980809,0.243070,0.872460
2174,0.863029,-0.004471,0.952156
2175,0.650242,-0.251733,0.993892
2176,0.365872,-0.483344,0.996005
2177,0.041225,-0.684903,0.958410
2178,-0.287961,-0.843878,0.882607
2179,-0.585446,-0.950385,0.771617
2180,-0.818482,-0.997801,0.629865
2181,-0.961414,-0.983179,0.463002
2182,-0.998508,-0.907428,0.277681
2183,-0.925680,-0.775257,0.081289
2184,-0.750947,-0.594884,-0.118343
2185,-0.493546,-0.377525,-0.313257
2186,-0.181812,-0.136692,-0.495683
2187,0.149937,0.112639,-0.658347
2188,0.465180,0.354967,-0.794766
2189,0.729213,0.575224,-0.899499
2190,0.912970,0.759717,-0.968372
2191,0.996221,0.896975,-0.998639
2192,0.969803,0.978463,-0.989094
2193,0.836623,0.999115,-0.940116
2194,0.611342,0.957646,-0.853659
2195,0.318761,0.856636,-0.733170
2196,-0.008912,0.702365,-0.583451
2197,-0.335603,0.504424,-0.410472
2198,-0.625349,0.275120,-0.221129
2199,-0.846253,0.028710,-0.022969
2200,-0.973996,-0.219484,0.176105
2201,-0.994515,-0.454032,0.368159
2202,-0.905553,-0.660351,0.545536
2203,-0.716901,-0.825612,0.701164
2204,-0.449329,-0.939540,0.828839
2205,-0.132292,-0.995053,0.923470
2206,0.199309,-0.988698,0.981286
2207,0.508968,-0.920870,0.999981
2208,0.762597,-0.795788,0.978809
2209,0.932275,-0.621227,0.918616
2210,0.999323,-0.408041,0.821801
2211,0.956358,-0.169485,0.692223
2212,0.808112,0.079609,0.535048
2213,0.570904,0.323753,0.356542
2214,0.270848,0.547767,0.163822
2215,-0.059025,0.737724,-0.035428
2216,-0.382401,0.881813,-0.233267
2217,-0.663679,0.971075,-0.421806
2218,-0.871895,0.999960,-0.593528
2219,-0.984128,0.966673,-0.741589
2220,-0.988022,0.873283,-0.860085
2221,-0.883149,0.725596,-0.944292
2222,-0.681053,0.532795,-0.990853
2223,-0.403982,0.306867,-0.997912
2224,-0.082439,0.061860,-0.965187
2225,0.248179,-0.186993,-0.893983
2226,0.551477,-0.424220,-0.787139
2227,0.794065,-0.635071,-0.648914
2228,0.949237,-0.806436,-0.484820
2229,0.999911,-0.927661,-0.301396
2230,0.940509,-0.991209,-0.105958
2231,0.777570,-0.993128,0.093706
2232,0.529032,-0.933299,0.289633
2233,0.222254,-0.815442,0.474013
2234,-0.108991,-0.646885,0.639497
2235,-0.428237,-0.438108,0.779485
2236,-0.700341,-0.202091,0.888398
2237,-0.895346,0.046491,0.961893
2238,-0.991787,0.292182,0.997041
2239,-0.979045,0.519707,0.992439
2240,-0.858524,0.714919,0.948273
2241,-0.643492,0.865680,0.866301
2242,-0.357620,0.962618,0.749793
2243,-0.032379,0.999705,0.603393
2244,0.296426,0.974635,0.432938
2245,0.592599,0.888967,0.245223
2246,0.823535,0.748028,0.047731
2247,0.963811,0.560579,-0.151663
2248,0.997985,0.338277,-0.345011
2249,0.922295,0.094942,-0.524605
2250,0.745073,-0.154296,-0.683284
2251,0.485829,-0.393941,-0.814723
2252,0.173101,-0.609092,-0.913681
2253,-0.158682,-0.786373,-0.976214
2254,-0.472997,-0.914761,-0.999828
2255,-0.735241,-0.986273,-0.983582
2256,-0.916546,-0.996464,-0.928124
2257,-0.996951,-0.944700,-0.835665
2258,-0.967606,-0.834198,-0.709890
2259,-0.831741,-0.671831,-0.555814
2260,-0.604313,-0.467692,-0.379580
2261,-0.310359,-0.234474,-0.188213
2262,0.017762,0.013322,0.010658
2263,0.343928,0.260290,0.209103
2264,0.632231,0.491074,0.399213
2265,0.850935,0.691326,0.573407
2266,0.975963,0.848594,0.724741
2267,0.993551,0.953101,0.847182
2268,0.901762,0.998349,0.935848
2269,0.710702,0.981524,0.987205
2270,0.441404,0.903673,0.999206
2271,0.123513,0.769636,0.971371
2272,-0.207975,0.587746,0.904811
2273,-0.516567,0.369314,0.802178
2274,-0.768293,0.127919,0.667566
2275,-0.935441,-0.121429,0.506340
2276,-0.999609,-0.363228,0.324927
2277,-0.953735,-0.582442,0.130561
2278,-0.802867,-0.765443,-0.069010
2279,-0.563615,-0.900853,-0.265830
2280,-0.262317,-0.980252,-0.452053
2281,0.067859,-0.998703,-0.620253
2282,0.390564,-0.955060,-0.763726
2283,0.670274,-0.852036,-0.876751
2284,0.876196,-0.696037,-0.954823
2285,0.985660,-0.496761,-0.994830
2286,0.986618,-0.266599,-0.995175
2287,0.878962,-0.019862,-0.955847
2288,0.674545,0.228111,-0.878411
2289,0.395870,0.461901,-0.765956
2290,0.073615,0.666972,-0.622965
2291,-0.256744,0.830574,-0.455138
2292,-0.558839,0.942535,-0.269166
2293,-0.799414,0.995893,-0.072464
2294,-0.951984,0.987332,0.127128
2295,-0.999754,0.917383,0.321651
2296,-0.937465,0.790396,0.503351
2297,-0.771974,0.614266,0.664984
2298,-0.521500,0.399944,0.800106
2299,-0.213615,0.160755,0.903331
2300,0.117785,-0.088429,0.970543
2301,0.436219,-0.332114,0.999062
2302,0.706631,-0.555151,0.987751
2303,0.899253,-0.743671,0.937063
2304,0.992880,-0.885953,0.849016
2305,0.977204,-0.973151,0.727122
2306,0.853952,-0.999843,0.576240
2307,0.636692,-0.964369,0.402385
2308,0.349340,-0.868936,0.212488
2309,0.023531,-0.719476,0.014120
2310,-0.304868,-0.525284,-0.184811
2311,-0.599706,-0.298431,-0.376375
2312,-0.828524,-0.053023,-0.552933
2313,-0.966133,0.195681,-0.707447
2314,-0.997385,0.432219,-0.833758
2315,-0.918838,0.641883,-0.926830
2316,-0.739140,0.811639,-0.982952
2317,-0.478073,0.930930,-0.999886
2318,-0.164377,0.992341,-0.976959
2319,0.167415,0.992053,-0.915083
2320,0.480777,0.930084,-0.816725
2321,0.741212,0.810287,-0.685808
2322,0.920050,0.640110,-0.527549
2323,0.997603,0.430134,-0.348259
2324,0.965334,0.193414,-0.155084
2325,0.826795,-0.055331,0.044273
2326,0.597237,-0.300636,0.241865
2327,0.301932,-0.527248,0.429814
2328,-0.026611,-0.721079,0.600629
2329,-0.352225,-0.870077,0.747498
2330,-0.639064,-0.964978,0.864567
2331,-0.855551,-0.999881,0.947168
2332,-0.977854,-0.972616,0.992008
2333,-0.992508,-0.884879,0.997301
2334,-0.897901,-0.742124,0.962834
2335,-0.704448,-0.553227,0.889982
2336,-0.433444,-0.329934,0.781649
2337,-0.114725,-0.086127,0.642154
2338,0.216624,0.163035,0.477059
2339,0.524126,0.402061,0.292945
2340,0.773929,0.616088,0.097152
2341,0.938533,0.791810,-0.102514
2342,0.999817,0.918301,-0.298093
2343,0.951036,0.987696,-0.481789
2344,0.797559,0.995681,-0.646276
2345,0.556281,0.941760,-0.784999
2346,0.253765,0.829285,-0.892426
2347,-0.076687,0.665248,-0.964275
2348,-0.398697,0.459850,-0.997682
2349,-0.676816,0.225860,-0.991314
2350,-0.880427,-0.022172,-0.945426
2351,-0.987115,-0.268826,-0.861846
2352,-0.985136,-0.498765,-0.743907
2353,-0.874707,-0.697694,-0.596311
2354,-0.667984,-0.853244,-0.424942
2355,-0.387726,-0.955743,-0.236632
2356,-0.064785,-0.998818,-0.038888
2357,0.265289,-0.979792,0.160406
2358,0.566157,-0.899847,0.353305
2359,0.804700,-0.763954,0.532120
2360,0.954656,-0.580562,0.689720
2361,0.999518,-0.361074,0.819823
2362,0.934347,-0.119135,0.917243
2363,0.766317,0.130210,0.978095
2364,0.513927,0.371460,0.999953
2365,0.204960,0.589614,0.981946
2366,-0.126570,0.771109,0.924793
2367,-0.444167,0.904660,0.830771
2368,-0.712867,0.981964,0.703628
2369,-0.903090,0.998213,0.548434
2370,-0.993895,0.952399,0.371376
2371,-0.975287,0.847369,0.179512
2372,-0.849313,0.689654,-0.019508
2373,-0.629841,0.489060,-0.217751
2374,-0.341033,0.258058,-0.407312
2375,-0.014682,0.011011,-0.580636
2376,0.313286,-0.236720,-0.730811
2377,0.606765,-0.469733,-0.851851
2378,0.833448,-0.673541,-0.938931
2379,0.968380,-0.835471,-0.988578
2380,0.996706,-0.945455,-0.998814
2381,0.915309,-0.996656,-0.969230
2382,0.733149,-0.985889,-0.901006
2383,0.470280,-0.913825,-0.796862
2384,0.155639,-0.784943,-0.660950
2385,-0.176135,-0.607257,-0.498687
2386,-0.488519,-0.391816,-0.316543
2387,-0.747124,-0.152013,-0.121780
2388,-0.923482,0.097242,0.077838
2389,-0.998176,0.340450,0.274353
2390,-0.962986,0.562491,0.459930
2391,-0.821783,0.749559,0.627172
2392,-0.590115,0.890023,0.769410
2393,-0.293482,0.975150,0.880974
2394,0.035459,0.999646,0.957416
2395,0.360496,0.961990,0.995690
2396,0.645847,0.864521,0.994268
2397,0.860100,0.713301,0.953208
2398,0.979668,0.517731,0.874147
2399,0.991388,0.289971,0.760236
2400,0.893970,0.044182,0.616017
2401,0.698138,-0.204353,0.447239
2402,0.425451,-0.440184,0.260631
2403,0.105928,-0.648645,0.063633
2404,-0.225257,-0.816777,-0.135902
2405,-0.531644,-0.934126,-0.330019
2406,-0.779504,-0.993396,-0.510980
2407,-0.941551,-0.990900,-0.671569
2408,-0.999947,-0.926796,-0.805385
2409,-0.948263,-0.805068,-0.907092
2410,-0.792188,-0.633284,-0.972637
2411,-0.548904,-0.422126,-0.999406
2412,-0.245194,-0.184722,-0.986332
2413,0.085509,0.064166,-0.933935
2414,0.406799,0.309066,-0.844306
2415,0.683306,0.534749,-0.721017
2416,0.884590,0.727184,-0.568983
2417,0.988493,0.874406,-0.394266
2418,0.983577,0.967262,-0.203830
2419,0.870383,0.999978,-0.005269
2420,0.661371,0.970521,0.193503
2421,0.379552,0.880721,0.384560
2422,0.055949,0.736162,0.560286
2423,-0.273812,0.545832,0.713675
2424,-0.573431,0.321565,0.838613
2425,-0.809923,0.077305,0.930117
2426,-0.957254,-0.171762,0.984541
2427,-0.999204,-0.410149,0.999714
2428,-0.931156,-0.623036,0.975031
2429,-0.760601,-0.797185,0.911477
2430,-0.506314,-0.921769,0.811586
2431,-0.196288,-0.989042,0.679339
2432,0.135345,-0.994821,0.520009
2433,0.452080,-0.938747,0.339948
2434,0.719046,-0.824306,0.146334
2435,0.906856,-0.658614,-0.053114
2436,0.994833,-0.451972,-0.250444
2437,0.973293,-0.217229,-0.437790
2438,0.844607,0.031020,-0.607682
2439,0.622941,0.277341,-0.753348
2440,0.332699,0.506418,-0.868981
2441,0.005831,0.704008,-0.949970
2442,-0.321679,0.857826,-0.993086
2443,-0.613777,0.958309,-0.996612
2444,-0.838306,0.999209,-0.960405
2445,-0.970550,0.977983,-0.885911
2446,-0.995949,0.895951,-0.776098
2447,-0.911708,0.758213,-0.635344
2448,-0.727101,0.573332,-0.469261
2449,-0.462450,0.352805,-0.284470
2450,-0.146890,0.110342,-0.088339
2451,0.184841,-0.138981,0.111315
2452,0.496223,-0.379664,0.306531
2453,0.752979,-0.596740,0.489526
2454,0.926841,-0.776714,0.653005
2455,0.998671,-0.908396,0.790452
2456,0.960562,-0.983599,0.896385
2457,0.816708,-0.997645,0.966582
2458,0.582946,-0.949664,0.998245
2459,0.285009,-0.842636,0.990111
2460,-0.044303,-0.683218,0.942504
2461,-0.368738,-0.481320,0.857323
2462,-0.652580,-0.249496,0.737963
2463,-0.864582,-0.002160,0.589182
2464,-0.981405,0.245310,0.416913
2465,-0.990190,0.477529,0.228023
2466,-0.889968,0.680057,0.030042
2467,-0.691773,0.840302,-0.169136
2468,-0.417424,0.948301,-0.361572
2469,-0.097122,0.997340,-0.539593
2470,0.233872,0.984369,-0.696102
2471,0.539120,0.910194,-0.824859
2472,0.785018,0.779428,-0.920732
2473,0.944496,0.600201,-0.979899
2474,0.999999,0.383657,-1.000000
2475,0.945416,0.143258,-0.980234
2476,0.786755,-0.106047,-0.921389
2477,0.541484,-0.348760,-0.825811
2478,0.236603,-0.569787,-0.697311
2479,-0.094325,-0.755389,-0.541011
2480,-0.414869,-0.894024,-0.363143
2481,-0.689742,-0.977072,-0.170798
2482,-0.888683,-0.999372,0.028357
2483,-0.989793,-0.959535,0.226381
2484,-0.981941,-0.860039,0.415380
2485,-0.865990,-0.707069,0.587819
2486,-0.654706,-0.510138,0.736824
2487,-0.371348,-0.281489,0.856454
2488,-0.047110,-0.035338,0.941940
2489,0.282315,0.213010,0.989873
2490,0.580660,0.448114,0.998344
2491,0.815083,0.655357,0.967013
2492,0.959777,0.821852,0.897131
2493,0.998812,0.937249,0.791483
2494,0.927892,0.994372,0.654281
2495,0.754825,0.989670,0.490995
2496,0.498661,0.923435,0.308135
2497,0.187602,0.799786,0.112990
2498,-0.144110,0.626409,-0.086659
2499,-0.459957,0.414086,-0.282854
2500,-0.725169,0.176016,-0.467772
2501,-0.910550,-0.072997,-0.634041
2502,-0.995693,-0.317472,-0.775033
2503,-0.971223,-0.542207,-0.885128
2504,-0.839835,-0.733231,-0.959934
2505,-0.615993,-0.878666,-0.996472
2506,-0.324339,-0.969470,-0.993283
2507,0.003021,-0.999997,-0.950495
2508,0.330048,-0.968349,-0.869814
2509,0.620741,-0.876494,-0.754456
2510,0.843099,-0.730143,-0.609020
2511,0.972644,-0.538394,-0.439305
2512,0.995114,-0.313172,-0.252076
2513,0.908036,-0.068477,-0.054797
2514,0.720996,0.180475,0.144666
2515,0.454584,0.418206,0.338362
2516,0.138129,0.629935,0.518568
2517,-0.193533,0.802497,0.678101
2518,-0.503889,0.925165,0.810600
2519,-0.758774,0.990310,0.910783
2520,-0.930128,0.993882,0.974655
2521,-0.999088,0.935660,0.999672
2522,-0.958063,0.819262,0.984834
2523,-0.811568,0.651927,0.930735
2524,-0.575731,0.444059,0.839530
2525,-0.276514,0.208581,0.714855
2526,0.053144,-0.039866,0.561682
2527,0.376951,-0.285834,0.386116
2528,0.659261,-0.514030,0.195157
2529,0.868996,-0.710266,-0.003583
2530,0.983066,-0.862342,-0.202179
2531,0.988914,-0.960801,-0.392716
2532,0.885897,-0.999522,-0.567596
2533,0.685355,-0.976098,-0.719848
2534,0.409364,-0.891984,-0.843401
2535,0.088309,-0.752412,-0.933331
2536,-0.242469,-0.566058,-0.986052
2537,-0.546553,-0.344509,-0.999463
2538,-0.790470,-0.101541,-0.973027
2539,-0.947367,0.147741,-0.907801
2540,-0.999972,0.387837,-0.806383
2541,-0.942494,0.603819,-0.672817
2542,-0.781261,0.782259,-0.512428
2543,-0.534021,0.912062,-0.331610
2544,-0.227994,0.985157,-0.137572
2545,0.103133,0.996999,0.061950
2546,0.422906,0.946853,0.259003
2547,0.696123,0.837837,0.445730
2548,0.892707,0.676728,0.614688
2549,0.991016,0.473543,0.759139
2550,0.980228,0.240915,0.873327
2551,0.861530,-0.006691,0.952697
2552,0.647990,-0.253882,0.994086
2553,0.363115,-0.485287,0.995845
2554,0.038266,-0.686519,0.957902
2555,-0.290795,-0.845067,0.881770
2556,-0.587844,-0.951073,0.770486
2557,-0.820179,-0.997946,0.628484
2558,-0.962224,-0.982771,0.461427
2559,-0.998342,-0.906493,0.275974
2560,-0.924556,-0.773852,0.079518
2561,-0.748989,-0.593098,-0.120107
2562,-0.490969,-0.375468,-0.314944
2563,-0.178900,-0.134493,-0.497225
2564,0.152863,0.114845,-0.659683
2565,0.467798,0.357041,-0.795842
2566,0.731236,0.577039,-0.900274
2567,0.914174,0.761159,-0.968814
2568,0.996474,0.897954,-0.998730
2569,0.969077,0.978919,-0.988831
2570,0.834997,0.999019,-0.939509
2571,0.608996,0.957005,-0.852733
2572,0.315953,0.855489,-0.731961
2573,-0.011872,0.700783,-0.582007
2574,-0.338390,0.502505,-0.408851
2575,-0.627656,0.272984,-0.219396
2576,-0.847826,0.026491,-0.021194
2577,-0.974662,-0.221650,0.177854
2578,-0.994201,-0.456009,0.369810
2579,-0.904293,-0.662016,0.547024
2580,-0.714834,-0.826863,0.702429
2581,-0.446682,-0.940298,0.829831
2582,-0.129357,-0.995271,0.924150
2583,0.202209,-0.988363,0.981626
2584,0.511514,-0.920002,0.999968
2585,0.764509,-0.794441,0.978444
2586,0.933342,-0.619485,0.917913
2587,0.999427,-0.406013,0.820787
2588,0.955489,-0.167296,0.690939
2589,0.806365,0.081822,0.533546
2590,0.568471,0.325853,0.354882
2591,0.267997,0.549623,0.162070
2592,-0.061981,0.739221,-0.037204
2593,-0.385135,0.882858,-0.234994
2594,-0.665891,0.971603,-0.423416
2595,-0.873341,0.999938,-0.594957
2596,-0.984649,0.966102,-0.742779
2597,-0.987561,0.872199,-0.860990
2598,-0.881756,0.724066,-0.944875
2599,-0.678882,0.530914,-0.991091
2600,-0.401273,0.304753,-0.997795
2601,-0.079488,0.059644,-0.964721
2602,0.251046,-0.189174,-0.893186
2603,0.553944,-0.426230,-0.786042
2604,0.795861,-0.636784,-0.647562
2605,0.950164,-0.807747,-0.483265
2606,0.999867,-0.928488,-0.299702
2607,0.939499,-0.991500,-0.104191
2608,0.775705,-0.992865,0.095474
2609,0.526517,-0.932499,0.291333
2610,0.219366,-0.814155,0.475577
2611,-0.111933,-0.645190,0.640861
2612,-0.430911,-0.436111,0.780596
2613,-0.702451,-0.199916,0.889212
2614,-0.896661,0.048709,0.962377
2615,-0.992161,0.294305,0.997176
2616,-0.978438,0.521602,0.992220
2617,-0.857002,0.716469,0.947707
2618,-0.641223,0.866790,0.865413
2619,-0.354854,0.963217,0.748617
2620,-0.029420,0.999757,0.601976
2621,0.299252,0.974136,0.431336
2622,0.594981,0.887948,0.243500
2623,0.825211,0.746552,0.045957
2624,0.964596,0.558739,-0.153419
2625,0.997793,0.336186,-0.346678
2626,0.921147,0.092731,-0.526116
2627,0.743095,-0.156490,-0.684580
2628,0.483239,-0.395981,-0.815751
2629,0.170185,-0.610851,-0.914401
2630,-0.161605,-0.787742,-0.976597
2631,-0.475603,-0.915655,-0.999859
2632,-0.737245,-0.986637,-0.983260
2633,-0.917726,-0.996275,-0.927462
2634,-0.997178,-0.943969,-0.834688
2635,-0.966855,-0.832972,-0.708638
2636,-0.830094,-0.670184,-0.554337
2637,-0.601952,-0.465728,-0.377936
2638,-0.307543,-0.232315,-0.186468
2639,0.020722,0.015542,0.012434
2640,0.346706,0.262433,0.210840
2641,0.634522,0.493007,0.400841
2642,0.852487,0.692928,0.574861
2643,0.976604,0.849767,0.725963
2644,0.993211,0.953771,0.848124
2645,0.900479,0.998474,0.936473
2646,0.708617,0.981097,0.987487
2647,0.438746,0.902720,0.999133
2648,0.120575,0.768216,0.970947
2649,-0.210869,0.585948,0.904053
2650,-0.519100,0.367249,0.801117
2651,-0.770185,0.125716,0.666242
2652,-0.936483,-0.123633,0.504807
2653,-0.999688,-0.365295,0.323247
2654,-0.952840,-0.584246,0.128800
2655,-0.801099,-0.766870,-0.070782
2656,-0.561167,-0.901814,-0.267542
2657,-0.259459,-0.980688,-0.453636
2658,0.070812,-0.998588,-0.621645
2659,0.393288,-0.954400,-0.764871
2660,0.672468,-0.850872,-0.877604
2661,0.877619,-0.694441,-0.955350
2662,0.986156,-0.494833,-0.995009
2663,0.986131,-0.264459,-0.995000
2664,0.877546,-0.017642,-0.955323
2665,0.672356,0.230272,-0.877561
2666,0.393149,0.463869,-0.764813
2667,0.070662,0.668624,-0.621575
2668,-0.259604,0.831808,-0.453556
2669,-0.561292,0.943274,-0.267455
2670,-0.801189,0.996092,-0.070692
2671,-0.952886,0.986977,0.128889
2672,-0.999684,0.916497,0.323332
2673,-0.936430,0.789034,0.504885
2674,-0.770089,0.612512,0.666310
2675,-0.518971,0.397908,0.801171
2676,-0.210722,0.158563,0.904091
2677,0.120725,-0.090640,0.970969
2678,0.438881,-0.334208,0.999137
2679,0.708723,-0.556996,0.987473
2680,0.900544,-0.745153,0.936441
2681,0.993228,-0.886980,0.848076
2682,0.976571,-0.973659,0.725901
2683,0.852408,-0.999801,0.574787
2684,0.634406,-0.963779,0.400758
2685,0.346565,-0.867835,0.210752
2686,0.020571,-0.717933,0.012343
2687,-0.307686,-0.523393,-0.186557
2688,-0.602072,-0.296311,-0.378020
2689,-0.830178,-0.050806,-0.554412
2690,-0.966893,0.197858,-0.708702
2691,-0.997166,0.434220,-0.834738
2692,-0.917666,0.643584,-0.927495
2693,-0.737143,0.812934,-0.983277
2694,-0.475471,0.931739,-0.999858
2695,-0.161456,0.992613,-0.976578
2696,0.170333,0.991771,-0.914365
2697,0.483371,0.929266,-0.815699
2698,0.743196,0.808983,-0.684514
2699,0.921206,0.638402,-0.526039
2700,0.997803,0.428128,-0.346593
2701,0.964557,0.191235,-0.153329
2702,0.825126,-0.057548,0.046047
2703,0.594860,-0.302753,0.243588
2704,0.299109,-0.529134,0.431418
2705,-0.029571,-0.722616,0.602048
2706,-0.354995,-0.871170,0.748677
2707,-0.641339,-0.965558,0.865458
2708,-0.857080,-0.999913,0.947736
2709,-0.978469,-0.972098,0.992231
2710,-0.992142,-0.883842,0.997169
2711,-0.896594,-0.740634,0.962353
2712,-0.702343,-0.551376,0.889170
2713,-0.430775,-0.327837,0.780540
2714,-0.111783,-0.083914,0.640792
2715,0.219513,0.165226,0.475497
2716,0.526645,0.404093,0.291246
2717,0.775800,0.617835,0.095384
2718,0.939551,0.793164,-0.104281
2719,0.999870,0.919177,-0.299788
2720,0.950117,0.988041,-0.483344
2721,0.795769,0.995473,-0.647631
2722,0.553819,0.941011,-0.786098
2723,0.250900,0.828042,-0.893226
2724,-0.079639,0.663589,-0.964745
2725,-0.401411,0.457877,-0.997801
2726,-0.678993,0.223697,-0.991079
2727,-0.881827,-0.024392,-0.944845
2728,-0.987585,-0.270964,-0.860944
2729,-0.984623,-0.500689,-0.742719
2730,-0.873268,-0.699283,-0.594884
2731,-0.665778,-0.854400,-0.423334
2732,-0.384995,-0.956394,-0.234906
2733,-0.061830,-0.998924,-0.037113
2734,0.268142,-0.979345,0.162159
